PERMNO,DelistingDt,DelDtPrc,DelDtPrcFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,DelPERMNO,DelPERMCO,DelRet,DelRetMissType,DelNextDt,DelNextPrc,DelNextPrcFlg,DelAmtDt,DelDivAmt,DelDisType,DelDlyDt,PrimaryExch,SICCD,NASDIssuno
91510,2018-04-26,15.300000,TR,MER,FPAY,UNAV,STK,92245,52690,-0.007190,NA,,,DA,2018-04-27,15.190000,D1,2018-04-27,Q,4922,53424
91511,2016-10-18,0.074600,TR,GDR,VCL,LP,PRCF,0,0,-0.061662,NA,2016-10-19,0.070000,DP,2016-10-19,0.000000,NO,2016-10-19,Q,4412,51976
91514,2019-10-31,42.540000,TR,MER,FPAY,UNAV,CST,86432,16313,0.031598,NA,,,DA,2019-11-01,43.884160,D2,2019-11-01,Q,6035,52197
91515,2016-05-18,0.170000,TR,GDR,VCL,INSC,PRCF,0,0,0.176471,NA,2016-05-19,0.200000,DP,2016-05-19,0.000000,NO,2016-05-19,Q,8090,50772
91525,2021-06-11,3.720000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.000538,NA,,,DA,2021-06-14,3.718000,D1,2021-06-14,N,6726,0
91532,2019-02-20,25.274400,TR,GLI,FPAY,UNAV,UNAV,0,0,0.001077,NA,,,DA,2019-02-21,25.301620,D1,2019-02-21,R,6726,0
91546,2014-02-18,37.830000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000644,NA,,,DA,2014-02-19,37.854370,D1,2014-02-19,R,6726,0
91549,2016-09-22,16.290000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.002177,NA,,,DA,2016-09-23,16.254530,D1,2016-09-23,R,6726,0
91554,2016-09-22,13.433100,TR,GLI,FPAY,UNAV,UNAV,0,0,0.002200,NA,,,DA,2016-09-23,13.462650,D1,2016-09-23,R,6726,0
91559,2016-09-22,24.120000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.006811,NA,,,DA,2016-09-23,24.284290,D1,2016-09-23,R,6726,0
91563,2014-09-22,2.950000,TR,MER,FPAY,UNAV,CNC,12332,53523,-0.006341,NA,,,DA,2014-09-23,2.931295,D2,2014-09-23,A,1041,0
91568,2018-03-09,14.970000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.004409,NA,,,DA,2018-03-12,15.036000,D1,2018-03-12,N,6722,0
91573,2017-08-02,1.550000,TR,MER,FPAY,UNAV,STK,69892,20580,-0.008258,NA,,,DA,2017-08-03,1.537200,D1,2017-08-03,A,1041,0
91581,2015-06-26,0.097000,TR,GDR,VCL,CORQ,PRCF,0,0,0.082474,NA,2015-06-29,0.105000,DP,2015-06-29,0.000000,NO,2015-06-29,A,1411,0
91585,2018-04-06,82.500000,TR,MER,FPAY,UNAV,STK,17737,44072,0.008630,NA,,,DA,2018-04-09,83.212000,D1,2018-04-09,R,6726,0
91586,2018-04-06,147.210000,TR,MER,FPAY,UNAV,STK,17738,44072,0.005299,NA,,,DA,2018-04-09,147.990000,D1,2018-04-09,R,6726,0
91587,2018-04-06,105.060000,TR,MER,FPAY,UNAV,STK,17740,44072,0.012088,NA,,,DA,2018-04-09,106.330000,D1,2018-04-09,R,6726,0
91588,2018-04-06,116.650000,TR,MER,FPAY,UNAV,STK,17741,44072,0.001200,NA,,,DA,2018-04-09,116.790000,D1,2018-04-09,R,6726,0
91589,2018-04-06,174.253200,TR,MER,FPAY,UNAV,STK,17744,44072,0.009680,NA,,,DA,2018-04-09,175.940000,D1,2018-04-09,R,6726,0
91590,2018-04-06,43.030000,TR,MER,FPAY,UNAV,STK,17745,44072,0.003254,NA,,,DA,2018-04-09,43.170000,D1,2018-04-09,R,6726,0
91591,2018-04-06,53.980000,TR,MER,FPAY,UNAV,STK,17747,44072,0.002223,NA,,,DA,2018-04-09,54.100000,D1,2018-04-09,R,6726,0
91592,2018-04-06,125.840000,TR,MER,FPAY,UNAV,STK,17748,44072,0.007510,NA,,,DA,2018-04-09,126.785000,D1,2018-04-09,R,6726,0
91593,2018-04-06,97.660000,TR,MER,FPAY,UNAV,STK,17749,44072,0.009625,NA,,,DA,2018-04-09,98.600000,D1,2018-04-09,R,6726,0
91595,2016-08-24,56.870000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.000737,NA,,,DA,2016-08-25,56.828090,D1,2016-08-25,R,6726,0
91596,2016-08-24,47.410000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.003495,NA,,,DA,2016-08-25,47.244310,D1,2016-08-25,R,6726,0
91600,2017-09-27,18.090000,TR,MER,FPAY,UNAV,CASH,0,0,0.000553,NA,,,DA,2017-09-28,18.100000,D1,2017-09-28,N,6331,0
91603,2018-11-28,14.750000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2018-11-29,14.750000,D1,2018-11-29,Q,6411,53729
91605,2018-07-31,104.000000,TR,MER,FPAY,UNAV,STK,83799,14838,0.106875,NA,,,DA,2018-08-01,115.115000,D1,2018-08-01,Q,8221,49464
91608,2019-06-28,25.680000,TR,MER,FPAY,UNAV,CST,79166,12139,0.012663,NA,,,DA,2019-07-01,26.005190,D2,2019-07-01,Q,6021,70074236
91613,2016-07-26,3.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.002506,NA,,,DA,2016-07-27,4.000000,D1,2016-07-27,Q,3842,53829
91614,2020-02-06,31.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.000313,NA,,,DA,2020-02-07,32.000000,D1,2020-02-07,Q,5169,54192
91615,2024-05-15,2.880000,TR,GDR,VCL,FING,PRCF,0,0,-0.177083,NA,2024-05-16,2.370000,DP,2024-05-16,0.000000,NO,2024-05-16,Q,8731,53364
91616,2018-09-26,0.550000,TR,GDR,VCL,LP,PRCF,0,0,-0.145455,NA,2018-09-27,0.470000,DP,2018-09-27,0.000000,NO,2018-09-27,Q,3674,54185
91618,2021-08-31,11.490000,TR,MER,FPAY,UNAV,CASH,0,0,0.000870,NA,,,DA,2021-09-01,11.500000,D1,2021-09-01,Q,4899,52587
91621,2016-07-05,13.050000,TR,MER,FPAY,UNAV,CASH,0,0,0.018467,NA,,,DA,2016-07-06,13.291000,D1,2016-07-06,Q,4899,54070
91623,2014-01-23,2.920000,TR,MER,FPAY,UNAV,CASH,0,12952,0.000000,NA,,,DA,2014-01-24,2.920000,D1,2014-01-24,Q,3845,53828
91630,2014-10-29,0.142600,TR,GDR,VCL,LP,PRCF,0,0,-0.018233,NA,2014-10-30,0.140000,DP,2014-10-30,0.000000,NO,2014-10-30,N,1629,0
91631,2018-04-06,52.700000,TR,MER,FPAY,UNAV,STK,17754,44072,0.005693,NA,,,DA,2018-04-09,53.000000,D1,2018-04-09,R,6726,0
91634,2018-04-06,45.595800,TR,MER,FPAY,UNAV,STK,17764,56349,0.012813,NA,,,DA,2018-04-09,46.180000,D1,2018-04-09,R,6726,0
91635,2018-08-21,66.280000,TR,MER,FPAY,UNAV,STK,85592,32135,0.002764,NA,,,DA,2018-08-22,66.463200,D1,2018-08-22,N,6798,0
91646,2019-02-20,43.000000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.003350,NA,,,DA,2019-02-21,43.144050,D1,2019-02-21,R,6726,0
91650,2017-02-24,40.680000,TR,MER,FPAY,UNAV,STK,76932,2381,0.006012,NA,,,DA,2017-02-27,40.924560,D1,2017-02-27,N,4923,0
91653,2017-03-13,11.540000,TR,MER,FPAY,UNAV,CASH,0,0,0.000867,NA,,,DA,2017-03-14,11.550000,D1,2017-03-14,N,3674,0
91655,2018-11-05,0.655400,TR,GDR,VCL,BKPY,PRCF,0,0,-0.850473,NA,2018-11-08,0.098000,DP,2018-11-08,0.000000,NO,2018-11-06,N,5172,0
91656,2020-01-22,1.545000,TR,MER,FPAY,UNAV,CASH,0,55583,0.003236,NA,,,DA,2020-01-23,1.550000,D1,2020-01-23,N,4412,0
91658,2023-03-24,61.980000,TR,MER,FPAY,UNAV,CASH,0,3840,0.000323,NA,,,DA,2023-03-27,62.000000,D1,2023-03-27,Q,3568,54683
91661,2014-05-23,1.530000,TR,GDR,VCL,DELQ,PRCF,0,0,-0.104575,NA,2014-05-27,1.370000,DP,2014-05-27,0.000000,NO,2014-05-27,Q,2844,53994
91666,2017-09-13,7.070000,TR,MER,FPAY,UNAV,CASH,0,14305,0.004243,NA,,,DA,2017-09-14,7.100000,D1,2017-09-14,Q,7372,54227
91674,2017-12-22,11.980000,TR,MER,FPAY,UNAV,CASH,0,0,-0.045075,NA,,,DA,2017-12-26,11.440000,D1,2017-12-26,Q,6159,54272
91677,2019-01-16,9.830000,TR,MER,FPAY,UNAV,CASH,0,0,0.007121,NA,,,DA,2019-01-17,9.900000,D1,2019-01-17,Q,3674,54230
91678,2024-05-15,9.540000,TR,MER,FPAY,UNAV,CASH,0,55137,0.001048,NA,,,DA,2024-05-16,9.550000,D1,2024-05-16,Q,5812,54414
91692,2019-07-01,45.600000,TR,MER,FPAY,UNAV,CST,85246,32039,-0.005827,NA,,,DA,2019-07-02,45.334290,D2,2019-07-02,N,6519,0
91711,2023-03-03,28.675300,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.004853,NA,,,DA,2023-03-06,28.536130,D1,2023-03-06,R,6726,0
91714,2023-03-03,51.955300,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.008158,NA,,,DA,2023-03-06,51.531440,D1,2023-03-06,R,6726,0
91727,2023-05-12,86.000000,TR,MER,FPAY,UNAV,CASH,0,20333,0.000000,NA,,,DA,2023-05-15,86.000000,D1,2023-05-15,Q,5541,55776
91729,2020-09-01,0.232000,TR,GDR,VCL,FING,PRCF,0,0,-0.336207,NA,2020-09-02,0.154000,DP,2020-09-02,0.000000,NO,2020-09-02,Q,2911,55123
91731,2015-10-09,23.980000,TR,MER,FPAY,UNAV,CST,10892,8766,0.025789,NA,,,DA,2015-10-12,24.598430,D2,2015-10-12,Q,6035,54942
91736,2015-04-17,22.210000,TR,MER,FPAY,UNAV,STK,88280,37659,0.017879,NA,,,DA,2015-04-20,22.607100,D1,2015-04-20,Q,6036,54415
91739,2019-06-27,0.039500,TR,GDR,VCL,BKPY,PRCF,0,0,-0.417722,NA,2019-06-28,0.023000,DP,2019-06-28,0.000000,NO,2019-06-28,Q,1311,54702
91741,2020-07-10,10.380000,TR,MER,FPAY,UNAV,CST,90600,46281,0.066455,NA,,,DA,2020-07-13,11.069808,D2,2020-07-13,Q,6035,54473
91743,2019-11-29,18.600000,TR,MER,FPAY,UNAV,STK,80072,4818,-0.029677,NA,,,DA,2019-12-02,18.048000,D1,2019-12-02,Q,6712,54153
91745,2014-12-19,19.710000,TR,MER,FPAY,UNAV,STK,15136,55153,0.001015,NA,,,DA,2014-12-22,19.730000,D1,2014-12-22,Q,6726,55121
91750,2017-12-26,7.850000,TR,MER,FPAY,UNAV,CASH,0,0,0.029299,NA,,,DA,2017-12-27,8.080000,D1,2017-12-27,N,6282,0
91761,2015-01-08,49.870000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.030279,NA,,,DA,2015-01-09,51.380000,D1,2015-01-09,R,6726,0
91762,2015-01-08,33.553500,TR,GLI,FPAY,UNAV,UNAV,0,0,0.017778,NA,,,DA,2015-01-09,34.150000,D1,2015-01-09,R,6726,0
91763,2015-01-08,60.375000,BA,GLI,FPAY,UNAV,UNAV,0,0,0.027412,NA,,,DA,2015-01-09,62.030000,D1,2015-01-09,R,6726,0
91764,2015-01-08,60.500000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.034050,NA,,,DA,2015-01-09,62.560000,D1,2015-01-09,R,6726,0
91765,2015-01-08,30.360000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.037220,NA,,,DA,2015-01-09,31.490000,D1,2015-01-09,R,6726,0
91766,2015-01-08,20.514000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.034903,NA,,,DA,2015-01-09,21.230000,D1,2015-01-09,R,6726,0
91768,2015-01-08,58.901300,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.021584,NA,,,DA,2015-01-09,57.630000,D1,2015-01-09,R,6726,0
91769,2015-01-08,104.310000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.015339,NA,,,DA,2015-01-09,102.710000,D1,2015-01-09,R,6726,0
91770,2015-01-08,95.570000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.021973,NA,,,DA,2015-01-09,93.470000,D1,2015-01-09,R,6726,0
91771,2015-01-08,116.130000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.024197,NA,,,DA,2015-01-09,113.320000,D1,2015-01-09,R,6726,0
91772,2015-01-08,75.260000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.018735,NA,,,DA,2015-01-09,73.850000,D1,2015-01-09,R,6726,0
91773,2015-01-08,136.864000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.027063,NA,,,DA,2015-01-09,133.160000,D1,2015-01-09,R,6726,0
91801,2023-12-01,0.450000,TR,GDR,VCL,FING,PRCF,0,0,-0.260000,NA,2023-12-04,0.333000,DP,2023-12-04,0.000000,NO,2023-12-04,N,6798,0
91811,2024-01-26,50.792000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.000398,NA,,,DA,2024-01-29,50.771810,D1,2024-01-29,R,6726,0
91813,2021-02-08,3.770000,TR,GDR,VCL,CORQ,PRCF,0,0,0.002653,NA,2021-02-09,3.780000,DP,2021-02-09,0.000000,NO,2021-02-09,N,4812,0
91819,2018-07-16,7.490000,TR,MER,FPAY,UNAV,CASH,0,0,0.008011,NA,,,DA,2018-07-17,7.550000,D1,2018-07-17,Q,3674,55429
91821,2020-04-24,124.890000,TR,MER,FPAY,UNAV,CASH,0,16382,0.000881,NA,,,DA,2020-04-27,125.000000,D1,2020-04-27,Q,3674,54184
91823,2016-02-16,10.650000,TR,MER,FPAY,UNAV,STK,12476,53621,0.198667,NA,,,DA,2016-02-17,12.765800,D1,2016-02-17,N,4922,54772
91829,2018-05-21,0.429900,TR,GDR,VCL,DELQ,PRCF,0,0,0.023494,NA,2018-05-22,0.440000,DP,2018-05-22,0.000000,NO,2018-05-22,Q,2834,52589
91845,2024-02-15,1.330000,TR,MER,FPAY,UNAV,CASH,0,0,0.044575,NA,,,DA,2024-02-16,1.389285,D1,2024-02-16,A,1382,0
91854,2021-11-29,55.490000,TR,MER,FPAY,UNAV,CASH,0,0,0.000180,NA,,,DA,2021-11-30,55.500000,D1,2021-11-30,N,2621,0
91859,2018-12-14,8.270000,TR,GDR,VCL,CORQ,PRCF,0,0,7.434099,NA,2018-12-18,69.750000,DP,2018-12-18,0.000000,NO,2018-12-17,N,6531,0
91880,2017-07-24,62.830000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.004038,NA,,,DA,2017-07-25,63.083720,D1,2017-07-25,R,6726,0
91881,2017-07-24,52.355700,TR,GLI,FPAY,UNAV,UNAV,0,0,0.004280,NA,,,DA,2017-07-25,52.579760,D1,2017-07-25,R,6726,0
91882,2017-07-24,30.240000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.003423,NA,,,DA,2017-07-25,30.343510,D1,2017-07-25,R,6726,0
91883,2016-05-17,209.560000,TR,MER,FPAY,UNAV,CST,12308,17322,0.007921,NA,,,DA,2016-05-18,211.220000,D2,2016-05-18,N,4841,0
91888,2015-05-18,24.670000,TR,MER,FPAY,UNAV,CASH,0,20908,0.000000,NA,,,DA,2015-05-19,24.670000,D1,2015-05-19,Q,3577,56373
91891,2014-02-11,26.250000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2014-02-12,26.250000,D1,2014-02-12,Q,3357,55122
91893,2020-07-23,1.540000,TR,MER,FPAY,UNAV,CASH,0,0,0.006494,NA,,,DA,2020-07-24,1.550000,D1,2020-07-24,Q,2873,56629
91900,2021-04-28,12.500000,TR,MER,FPAY,UNAV,CASH,0,10303,0.000000,NA,,,DA,2021-04-29,12.500000,D1,2021-04-29,Q,7371,56004
91902,2024-11-20,60.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.000164,NA,,,DA,2024-11-21,61.000000,D1,2024-11-21,Q,3310,44509
91905,2018-01-04,0.151500,TR,GDR,VCL,LP,PRCF,0,0,-0.551155,NA,2018-01-05,0.068000,DP,2018-01-05,0.000000,NO,2018-01-05,Q,4400,45069
91908,2019-10-31,15.750000,TR,MER,FPAY,UNAV,CASH,0,56334,0.000000,NA,,,DA,2019-11-01,15.750000,D1,2019-11-01,Q,6022,70058221
91909,2022-06-21,11.990000,TR,MER,FPAY,UNAV,CASH,0,0,0.000834,NA,,,DA,2022-06-22,12.000000,D1,2022-06-22,Q,5090,48145
91916,2018-04-06,63.930000,TR,MER,FPAY,UNAV,STK,17722,44072,-0.000016,NA,,,DA,2018-04-09,63.929000,D1,2018-04-09,R,6726,0
91934,2022-03-04,5.650000,TR,GLI,NFP,UNAV,UNAV,0,0,,DP,,,DA,2023-01-12,0.031300,D1,2022-03-07,B,6726,0
91939,2014-11-21,10.710000,TR,MER,FPAY,UNAV,STK,15047,55096,0.010300,NA,,,DA,2014-11-24,10.820310,D1,2014-11-24,N,6726,0
91954,2019-07-19,0.250000,TR,GDR,VCL,LP,PRCF,0,0,-0.200000,NA,2019-07-22,0.200000,DP,2019-07-22,0.000000,NO,2019-07-22,Q,3663,70002400
91956,2015-04-28,13.250000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2015-04-29,13.250000,D1,2015-04-29,Q,6035,55068
91965,2018-04-03,0.222900,TR,GDR,VCL,INSF,PRCF,0,0,-0.143114,NA,2018-04-04,0.191000,DP,2018-04-04,0.000000,NO,2018-04-04,Q,2834,55070
91967,2017-05-15,6.050000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2017-05-16,6.050000,D1,2017-05-16,Q,2023,70073831
91973,2021-01-29,20.890000,TR,MER,FPAY,UNAV,CASH,0,0,0.005266,NA,,,DA,2021-02-01,21.000000,D1,2021-02-01,N,5039,0
91974,2018-08-24,5.690000,TR,MER,FPAY,UNAV,STK,89726,44026,0.012522,NA,,,DA,2018-08-27,5.761248,D1,2018-08-27,N,6726,0
91976,2015-03-09,0.855300,TR,GDR,VCL,BKPY,PRCF,0,0,-0.876067,NA,2015-03-10,0.106000,DP,2015-03-10,0.000000,NO,2015-03-10,A,1041,0
91979,2021-11-22,56.000000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2021-11-23,56.000000,D1,2021-11-23,N,6282,0
91981,2018-04-06,33.670000,TR,MER,FPAY,UNAV,STK,17710,52902,0.004663,NA,,,DA,2018-04-09,33.827000,D1,2018-04-09,R,6726,0
91983,2022-11-22,74.270000,TR,MER,FPAY,UNAV,CASH,0,0,0.000135,NA,,,DA,2022-11-23,74.280000,D1,2022-11-23,N,5045,0
91985,2016-08-04,0.110200,TR,GDR,VCL,MVOT,PRCF,0,0,-0.047187,NA,2016-08-05,0.105000,DP,2016-08-05,0.000000,NO,2016-08-05,A,1311,0
91988,2014-12-19,14.000000,TR,MER,FPAY,UNAV,STK,15109,55134,0.010934,NA,,,DA,2014-12-22,14.153080,D1,2014-12-22,N,6726,0
92010,2021-11-15,7.500000,TR,MER,FPAY,UNAV,CASH,0,55006,0.000000,NA,,,DA,2021-11-16,7.500000,D1,2021-11-16,N,6211,0
92020,2021-03-25,0.420400,TR,GDR,VCL,CORQ,PRCF,0,0,-0.055661,NA,2021-03-26,0.397000,DP,2021-03-26,0.000000,NO,2021-03-26,N,8051,0
92021,2016-03-03,55.840000,TR,MER,FPAY,UNAV,CASH,0,0,0.000179,NA,,,DA,2016-03-04,55.850000,D1,2016-03-04,N,7371,0
92032,2023-03-02,44.150000,TR,MER,FPAY,UNAV,CSHN,0,0,-0.048698,MV,,,DA,2023-03-03,0.000000,D2,2023-03-03,Q,2834,57101
92034,2018-07-05,86.230000,TR,MER,FPAY,UNAV,CST,88360,37731,0.019218,NA,,,DA,2018-07-06,87.887160,D2,2018-07-06,Q,3674,56268
92036,2016-03-11,0.450000,TR,GDR,VCL,INSC,PRCF,0,0,-0.400000,NA,2016-03-14,0.270000,DP,2016-03-14,0.000000,NO,2016-03-14,Q,3674,57180
92038,2017-08-07,7.650000,TR,MER,FPAY,UNAV,CASH,0,0,0.002614,NA,,,DA,2017-08-08,7.670000,D1,2017-08-08,Q,7389,56422
92044,2018-11-02,34.950000,TR,MER,FPAY,UNAV,CASH,0,21913,0.001431,NA,,,DA,2018-11-05,35.000000,D1,2018-11-05,N,2621,49907
92054,2016-11-30,0.220000,TR,GDR,VCL,FING,PRCF,0,0,0.350000,NA,2016-12-01,0.297000,DP,2016-12-01,0.000000,NO,2016-12-01,Q,4899,53964
92056,2023-01-13,43.536900,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000496,NA,,,DA,2023-01-17,43.558500,D1,2023-01-17,R,6726,0
92059,2016-04-29,4.860000,TR,MER,FPAY,UNAV,STK,16075,50838,-0.008230,NA,,,DA,2016-05-02,4.820000,D1,2016-05-02,R,6726,0
92062,2014-10-14,39.359900,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.001077,NA,,,DA,2014-10-15,39.317510,D1,2014-10-15,R,6726,0
92063,2014-10-14,31.890000,TR,GLI,FPAY,UNAV,UNAV,0,0,-0.001116,NA,,,DA,2014-10-15,31.854400,D1,2014-10-15,R,6726,0
92090,2024-03-18,3.680000,TR,MER,FPAY,UNAV,STK,13380,54065,0.052266,NA,,,DA,2024-03-19,3.872340,D1,2024-03-19,Q,6726,56894
92093,2017-06-01,17.550000,TR,MER,FPAY,UNAV,STK,15540,55369,-0.010083,NA,,,DA,2017-06-02,17.373050,D2,2017-06-02,Q,6211,56762
92094,2015-12-31,5.560000,TR,MER,FPAY,UNAV,CST,12088,53496,0.008183,NA,,,DA,2016-01-04,5.605500,D2,2016-01-04,Q,6021,70074238
92097,2024-09-17,1.110000,TR,GDR,VCL,FING,PRCF,0,0,-0.693694,NA,2024-09-18,0.340000,DP,2024-09-18,0.000000,NO,2024-09-18,Q,7389,56868
92101,2015-07-02,0.268800,TR,GDR,VCL,LP,PRCF,0,0,-0.486607,NA,2015-07-06,0.138000,DP,2015-07-06,0.000000,NO,2015-07-06,Q,2835,55219
92115,2018-04-06,10.860000,TR,MER,FPAY,UNAV,STK,17717,52902,0.008748,NA,,,DA,2018-04-09,10.955000,D1,2018-04-09,R,6726,0
92120,2023-03-10,7.560000,TR,MER,FPAY,UNAV,STK,91374,50948,-0.005168,NA,,,DA,2023-03-13,7.520931,D1,2023-03-13,N,6722,0
92126,2014-02-21,1.010000,TR,GDR,VCL,SHLD,PRCF,0,0,,DG,2014-03-31,0.250000,DP,2014-03-31,0.000000,NO,2014-02-24,N,3674,0
92128,2021-11-19,16.720000,TR,MER,FPAY,UNAV,STK,22396,59007,0.053863,NA,,,DA,2021-11-22,17.620590,D1,2021-11-22,N,6722,0
92132,2015-08-25,60.480000,TR,MER,FPAY,UNAV,CASH,0,0,0.000331,NA,,,DA,2015-08-26,60.500000,D1,2015-08-26,N,2899,0
92142,2019-02-20,53.199500,TR,GLI,FPAY,UNAV,UNAV,0,0,0.007793,NA,,,DA,2019-02-21,53.614110,D1,2019-02-21,R,6726,0
92144,2018-12-14,35.400000,TR,MER,FPAY,UNAV,STK,76932,2381,-0.021127,NA,,,DA,2018-12-17,34.652090,D1,2018-12-17,N,4922,0
92148,2016-08-24,20.990000,TR,GLI,FPAY,UNAV,UNAV,0,0,0.000041,NA,,,DA,2016-08-25,20.990870,D1,2016-08-25,R,6726,0
92149,2021-10-28,11.450000,TR,MER,FPAY,UNAV,USTK,0,0,0.000000,NA,,,DA,2021-10-29,11.450000,D1,2021-10-29,N,6722,0
92150,2015-09-11,0.053000,TR,GDR,VCL,LP,PRCF,0,0,-0.433962,NA,2015-09-15,0.030000,DP,2015-09-15,0.000000,NO,2015-09-14,A,1381,0
92154,2018-06-28,1.530000,TR,GDR,VCL,INSC,PRCF,0,0,-0.705882,NA,2018-07-03,0.450000,DP,2018-07-03,0.000000,NO,2018-06-29,N,3674,0
92155,2019-03-11,0.100100,TR,GDR,VCL,VIO,PRCF,0,0,-0.780220,NA,2019-03-13,0.022000,DP,2019-03-13,0.000000,NO,2019-03-12,A,3691,0
92156,2015-01-26,106.710000,TR,MER,FPAY,UNAV,STK,60097,2850,0.004020,NA,,,DA,2015-01-27,107.139000,D2,2015-01-27,N,3841,0
92166,2018-05-18,8.310000,TR,MER,FPAY,UNAV,STK,17841,52902,0.012034,NA,,,DA,2018-05-21,8.410000,D1,2018-05-21,R,6726,0
92168,2018-04-06,16.910000,TR,MER,FPAY,UNAV,STK,17714,52902,0.004731,NA,,,DA,2018-04-09,16.990000,D1,2018-04-09,R,6726,0
92171,2019-12-20,9.150000,TR,MER,FPAY,UNAV,STK,90066,44971,0.012196,NA,,,DA,2019-12-23,9.261594,D1,2019-12-23,N,6722,0
92174,2020-08-27,9.480000,TR,MER,FPAY,UNAV,CASH,0,0,0.002110,NA,,,DA,2020-08-28,9.500000,D1,2020-08-28,A,7372,0
92177,2017-02-27,0.230000,TR,GDR,VCL,INSC,PRCF,0,0,-0.434783,NA,2017-02-28,0.130000,DP,2017-02-28,0.000000,NO,2017-02-28,N,5731,0
92183,2015-09-16,11.920000,TR,MER,FPAY,UNAV,CASH,0,47013,0.006711,NA,,,DA,2015-09-17,12.000000,D1,2015-09-17,N,4724,0
92184,2017-12-07,29.250000,TR,MER,FPAY,UNAV,CASH,0,0,0.000000,NA,,,DA,2017-12-08,29.250000,D1,2017-12-08,N,5912,0
92185,2017-11-02,0.990000,TR,MER,FPAY,UNAV,STK,17100,56145,0.051515,NA,,,DA,2017-11-03,1.041000,D1,2017-11-03,A,7389,0
92188,2020-05-28,136.460000,TR,MER,FPAY,UNAV,CASH,0,0,0.000293,NA,,,DA,2020-05-29,136.500000,D1,2020-05-29,N,3711,0
92191,2018-07-17,67.990000,TR,MER,FPAY,UNAV,CASH,0,137,0.000147,NA,,,DA,2018-07-18,68.000000,D1,2018-07-18,N,6371,0
92195,2019-02-28,16.120000,TR,MER,FPAY,UNAV,CST,10892,8766,-0.017139,NA,,,DA,2019-03-01,15.843720,D2,2019-03-01,Q,6035,56716
92201,2015-09-15,24.360000,TR,MER,FPAY,UNAV,CASH,0,53098,-0.004516,NA,,,DA,2015-09-16,24.250000,D1,2015-09-16,Q,6036,58039
92204,2015-07-28,20.170000,TR,MER,FPAY,UNAV,CASH,0,0,0.001487,NA,,,DA,2015-07-29,20.200000,D1,2015-07-29,Q,7389,57873
92205,2018-04-11,0.525200,TR,GDR,VCL,INSC,PRCF,0,0,0.113861,NA,2018-04-12,0.585000,DP,2018-04-12,0.000000,NO,2018-04-12,Q,1311,58124
92206,2022-08-17,4.630000,TR,MER,FPAY,UNAV,CASH,0,0,0.004320,NA,,,DA,2022-08-18,4.650000,D1,2022-08-18,Q,4610,56673
92207,2017-09-22,7.500000,TR,MER,FPAY,UNAV,CASH,0,53397,0.000000,NA,,,DA,2017-09-25,7.500000,D1,2017-09-25,Q,3661,56266
92210,2019-10-10,19.840000,TR,MER,FPAY,UNAV,CASH,0,0,0.000504,NA,,,DA,2019-10-11,19.850000,D1,2019-10-11,Q,7371,55871
92215,2016-04-22,0.130000,TR,GDR,VCL,BKPY,PRCF,0,0,-0.222308,NA,2016-04-25,0.101100,DP,2016-04-25,0.000000,NO,2016-04-25,Q,1382,57505
92222,2024-03-06,0.200000,TR,GDR,VCL,FING,PRCF,0,0,-0.750000,NA,2024-03-07,0.050000,DP,2024-03-07,0.000000,NO,2024-03-07,Q,2836,35566
